SUBJ,CRS #,SEC #,CALL #,SEM HRS,TITLE,DAYS,START TIME,END TIME,BLDG & ROOM #,FACULTY,REMARKS,SECTION TYPE,MODALITY,SESSION,SESS BEGIN,SESS END
MGMT,401,99,31708,3,INTERNSHIP IN MANAGEMENT I,TBA,,,,O'NEAL S,,,Face to face,,3/13/2024,5/24/2024
MGMT,415,51,31709,3,NEGOTIATION,MW,0600PM,0750PM,COBB 221,BOWMAN C,,,Face to face,,3/13/2024,5/24/2024
MGMT,474,1,31710,3,"LOGISTICS TECH, INNOV, & MGMT",TR,0200PM,0350PM,COBB 107,ROBERTS M,,,Face to face,,3/13/2024,5/24/2024
MGMT,477,1,31711,3,SUPPLY CHAIN MANAGEMENT,MW,0200PM,0350PM,COBB 221,INMAN R,,,Face to face,,3/13/2024,5/24/2024
MGMT,478,1,31712,3,STAFFING ORGANIZATIONS,MWF,0930AM,1045AM,COBB 109,HAYNIE J,,,Face to face,,3/13/2024,5/24/2024
MGMT,571,51,31717,3,ORGANIZATIONAL BEHAVIOR,TR,0400PM,0550PM,COBB 219,FULLER J,,,Face to face,,3/13/2024,5/24/2024
MGMT,602,1,32422,3,RESEARCH METHODS II,T,0900AM,0100PM,COBB 369,DICKERSON M,,,Face to face,,3/13/2024,5/24/2024
MIND,310,1,32519,2,AUDIO ENGINEERING,TR,1200PM,0115PM,HCPA 314,SHARP R,,,Face to face,,3/13/2024,5/24/2024
MIND,400,1,31722,2,MUSIC INDUSTRY PRACTICUM,TBA,,,,SHARP R,,,Face to face,,3/13/2024,5/24/2024
MIND,401,99,31723,3,MUSIC INDUSTRY INTERNSHIP,TBA,,,,SHARP R,,,Face to face,,3/13/2024,5/24/2024
MKTG,300,1,31725,3,MARKETING PRINCIPLES & POLICIES,TR,1200PM,0150PM,COBB 101,SIEGMUND B,,,Face to face,,3/13/2024,5/24/2024
MKTG,301,1,31728,1,BULLDOG MARKETING CONSULTING,TBA,,,,AMYX D,,,Face to face,,3/13/2024,5/24/2024
MKTG,307,1,31729,3,PERSONAL SELLING,MWF,0800AM,0915AM,COBB 121,WARREN S,,,Face to face,,3/13/2024,5/24/2024
MKTG,348,51,31732,3,LDRSHP-STRAT SPORTS MKTG & ADMIN,W,0500PM,0845PM,COBB 111,STAFF T,,,Face to face,,3/13/2024,5/24/2024
MKTG,365,1,31733,3,DIGITAL AND CONTENT MARKETING,MWF,0800AM,0915AM,COBB 221,ROBERTS M,,,Face to face,,3/13/2024,5/24/2024
MKTG,365,2,32425,3,DIGITAL AND CONTENT MARKETING,MWF,0930AM,1045AM,COBB 221,ROBERTS M,,,Face to face,,3/13/2024,5/24/2024
MKTG,401,1,31734,3,INTERNSHIP IN MARKETING I,TBA,,,,O'NEAL S,,,Face to face,,3/13/2024,5/24/2024
MKTG,401,99,31735,3,INTERNSHIP IN MARKETING I,TBA,,,,O'NEAL S,,,Face to face,,3/13/2024,5/24/2024
MKTG,403,1,31736,3,INTERNSHIP: SPORTS MARKETING I,TBA,,,,O'NEAL S,,,Face to face,,3/13/2024,5/24/2024
MKTG,403,99,31737,3,INTERNSHIP: SPORTS MARKETING I,TBA,,,,O'NEAL S,,,Face to face,,3/13/2024,5/24/2024
MKTG,420,1,31738,3,MARKETING COMMUNICATION,MW,0200PM,0350PM,COBB 111,ALFORD B,,,Face to face,,3/13/2024,5/24/2024
MKTG,425,1,32426,3,SALES MANAGEMENT,TR,0800AM,0950AM,COBB 221,BROWN B,,,Face to face,,3/13/2024,5/24/2024
MKTG,430,1,32427,3,SALES NEGOTIATIONS,MWF,1230PM,0145PM,COBB 121,WARREN S,,,Face to face,,3/13/2024,5/24/2024
MKTG,473,1,31740,3,MARKETING STRATEGY,TR,1200PM,0150PM,COBB 111,AMYX D,,,Face to face,,3/13/2024,5/24/2024
MKTG,485,1,31742,3,INTERNATIONAL MARKETING,MWF,1100AM,1215PM,COBB 221,LIGON J,,,Face to face,,3/13/2024,5/24/2024
MKTG,490,1,31743,3,DIGITAL MARKETING ANALYTICS,TR,0200PM,0350PM,COBB 109,KOSKIE M,,,Face to face,,3/13/2024,5/24/2024
MKTG,650C,1,32431,3,RESEARCH PROJECTS,,,,,LOCANDER W,,,Face to face,,3/13/2024,5/24/2024
MSE,406,1,31752,3,MICRO/NANO MAT. MEAS. & ANALYSIS,MWF,1100AM,1215PM,BMEB 157,WANG S,,,Face to face,,3/13/2024,5/24/2024
MSE,506,1,31755,3,MICRO/NANO MAT. MEAS. & ANALYSIS,MWF,1100AM,1215PM,BMEB 157,WANG S,XLIST MSE 406,,Face to face,,3/13/2024,5/24/2024
MSNT,502,51,32322,3,RESEARCH METHODS,TR,0400PM,0550PM,,DECOSTER M,XLS ENGR510-051,,Face to face,,3/13/2024,5/24/2024
MSNT,503A,1,31756,1,TOPICS IN MOLEC SCI & NANOTECH,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,503B,1,31757,2,TOPICS IN MOLEC SCI & NANOTECH,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,503C,1,31758,3,TOPICS IN MOLEC SCI & NANOTECH,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,504,1,31759,1,MOLEC SCI AND NANOTECH SEMINAR,R,0400PM,0515PM,IFMM 101,MOORE A,XLS MSNT604,,Face to face,,3/13/2024,5/24/2024
MSNT,506,1,31761,3,NANOFABRICATION BY SELF-ASSEMBLY,TR,1000AM,1150AM,IFMM 101,LVOV Y,XLS CHEM523,,Face to face,,3/13/2024,5/24/2024
MSNT,510,1,31763,3,GRADUATE PCR METHODS,MW,1230PM,0400PM,CTLH 133,SHULTZ J,XLS BISC591,,Face to face,,3/13/2024,5/24/2024
MSNT,511,1,31764,3,MICRO/NANO MAT. MEAS. & ANALYSIS,MWF,1100AM,1215PM,BMEB 157,WANG S,XLS MSE 506-001,,Face to face,,3/13/2024,5/24/2024
MSNT,511,2,31765,3,NANOSYSTEMS MODELING,TR,1200PM,0150PM,,MAINARDI D,XLS CMEN557,,Face to face,,3/13/2024,5/24/2024
MSNT,511,3,31766,3,BIOCHEM IN MOLECULAR APPROACH,MWF,1100AM,1215PM,CTLH 122,POH S,XLS CHEM555,,Face to face,,3/13/2024,5/24/2024
MSNT,511,4,32564,3,ELECTROMAGNETIC THEORY,TR,1200PM,0150PM,IESB 302,GENOV D,XLS PHYS511,,Face to face,,3/13/2024,5/24/2024
MSNT,549,1,31768,3,PRACTICUM IN MOLEC SCI & NANOTEC,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,551C,1,31769,3,MS THESIS IN MOLEC SCI & NANOTEC,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,551F,1,31770,6,MS THESIS IN MOLEC SCI & NANOTEC,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,604,1,31771,1,DOCTORAL CANDIDATE SEM IN MSNT,R,0400PM,0515PM,,MOORE A,XLS MSNT504,,Face to face,,3/13/2024,5/24/2024
MSNT,650A,1,31772,1,DIR STUDY IN MOLECULAR SCI&NANO,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,650B,1,31773,2,DIR STUDY IN MOLECULAR SCI&NANO,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,650C,1,31774,3,DIR STUDY IN MOLECULAR SCI&NANO,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,651B,1,31775,2,PRE-CANDIDACY DOCTORAL RESEARCH,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,651C,1,31776,3,PRE-CANDIDACY DOCTORAL RESEARCH,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,651E,1,31777,5,PRE-CANDIDACY DOCTORAL RESEARCH,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,651F,1,31778,6,PRE-CANDIDACY DOCTORAL RESEARCH,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,657,1,31780,3,NANOSYSTEMS MODELING,TR,1200PM,0150PM,,MAINARDI D,XLS CMEN557,,Face to face,,3/13/2024,5/24/2024
MSNT,657,2,31781,3,GRADUATE PCR METHODS,MW,1230PM,0400PM,CTLH 133,SHULTZ J,XLS BISC591,,Face to face,,3/13/2024,5/24/2024
MSNT,657,3,31782,3,BIOCHEM IN MOLECULAR APPROACH,MWF,1100AM,1215PM,CTLH 122,POH S,XLS CHEM555,,Face to face,,3/13/2024,5/24/2024
MSNT,657,4,32565,3,MICRO/NANO MAT. MEAS. & ANALYSIS,MWF,1100AM,1215PM,BMEB 157,WANG S,XLS MSE 506-001,,Face to face,,3/13/2024,5/24/2024
MSNT,657,5,32566,3,ELECTROMAGNETIC THEORY,TR,1200PM,0150PM,IESB 302,GENOV D,XLS PHYS511,,Face to face,,3/13/2024,5/24/2024
MSNT,685,1,32323,0,DOCTORAL QUALIFYING EXAMINATION,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,686,1,31784,0,ORAL COMPREHENSIVE EXAMINATION,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,751B,1,31785,2,POST-CANDIDACY DISSERTATION RES,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,751C,1,31786,3,POST-CANDIDACY DISSERTATION RES,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,751E,1,31787,5,POST-CANDIDACY DISSERTATION RES,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MSNT,751F,1,31788,6,POST-CANDIDACY DISSERTATION RES,TBA,,,,NESTOROVA G,,,Face to face,,3/13/2024,5/24/2024
MUAP,100,1,31789,0,GENERAL RECITAL,F,0200PM,0315PM,HCPA 215,MOEGLE M,,,Face to face,,3/13/2024,5/24/2024
MUAP,112,1,31790,1,CLASS PIANO II - MAJOR,TR,1000AM,1100AM,HCPA 300,CHANDLER C,,,Face to face,,3/13/2024,5/24/2024
MUAP,112,2,31791,1,CLASS PIANO II - MAJOR,TR,1100AM,1200PM,HCPA 300,CHANDLER C,,,Face to face,,3/13/2024,5/24/2024
MUAP,240,1,31792,1,DICTION FOR SINGERS III,MW,0330PM,0445PM,HCPA 222,ESTWICK B,,,Face to face,,3/13/2024,5/24/2024
MUAP,397,1,31793,0,MUSIC INDUSTRY CAPSTONE,TBA,,,,SHARP R,,,Face to face,,3/13/2024,5/24/2024
MUAP,399,1,31794,0,HALF RECITAL,TBA,,,,TSAI W,,,Face to face,,3/13/2024,5/24/2024
MUAP,399,2,31795,0,HALF RECITAL,TBA,,,,DILLINGHAM W,,,Face to face,,3/13/2024,5/24/2024
MUAP,399,3,31796,0,HALF RECITAL,TBA,,,HCPA 215,ESTWICK B,,,Face to face,,3/13/2024,5/24/2024
MUAP,399,4,31797,0,HALF RECITAL,TBA,,,,HUDSON S,,,Face to face,,3/13/2024,5/24/2024
MUAP,399,5,31798,0,HALF RECITAL,TBA,,,,TSAI W,,,Face to face,,3/13/2024,5/24/2024
MUAP,499,1,32520,0,FULL RECITAL,TBA,,,,MOEGLE M,,,Face to face,,3/13/2024,5/24/2024
MUAP,499,2,32521,0,FULL RECITAL,TBA,,,,CALDWELL J,,,Face to face,,3/13/2024,5/24/2024
MUAP,499,3,32522,0,FULL RECITAL,TBA,,,,HUDSON S,,,Face to face,,3/13/2024,5/24/2024
MUDS,450B,1,32594,2,PLAYBACK TECHNIQUES,TR,1000AM,1115AM,HCPA 314,SHARP R,,,Face to face,,3/13/2024,5/24/2024
MUDS,450C,1,32595,3,APPLIED PIANO INTENSIVE,TBA,,,,MOEGLE M,,,Face to face,,3/13/2024,5/24/2024
MUEN,200,1,31801,1,CHAMBER ENSEMBLE,W,0200PM,0445PM,BAND 201,DILLINGHAM W,,,Face to face,,3/13/2024,5/24/2024
MUEN,200,51,31802,1,GUITAR ENSEMBLE,TBA,,,,BUDDS G,,,Face to face,,3/13/2024,5/24/2024
MUEN,200,54,31803,1,CHAMBER ENSEMBLE,W,0200PM,0445PM,HCPA 112,BLAKE S,,,Face to face,,3/13/2024,5/24/2024
MUEN,231,1,31804,1,UNIVERSITY CONCERT CHOIR,TR,1200PM,0150PM,HCPA 112,TRAHAN N,,,Face to face,,3/13/2024,5/24/2024
MUEN,232,1,31805,1,CHAMBER SINGERS,MWF,1230PM,0145PM,HCPA 112,TRAHAN N,,,Face to face,,3/13/2024,5/24/2024
MUEN,234,1,31806,1,OPERA WORKSHOP,TR,0400PM,0550PM,HCPA 112,ESTWICK B,,,Face to face,,3/13/2024,5/24/2024
MUEN,251,1,31807,1,CHAMBER ORCHESTRA,M,0530PM,0730PM,BAND 109,SMOLAGA B,,,Face to face,,3/13/2024,5/24/2024
MUEN,273,51,31808,1,SYMPHONIC WIND ENSEMBLE,MWF,0400PM,0515PM,BAND 109,HEIDENREICH C,,,Face to face,,3/13/2024,5/24/2024
MUEN,274,1,31809,1,UNIVERSITY CONCERT BAND,TR,0400PM,0515PM,BAND 109,HEIDENREICH C,,,Face to face,,3/13/2024,5/24/2024
MUEN,275,1,31810,1,UNIVERSITY JAZZ ENSEMBLE,MWF,1230PM,0145PM,BAND 108,DILLINGHAM W,,,Face to face,,3/13/2024,5/24/2024
MUEN,281,51,31812,1,PERCUSSION ENSEMBLE,M,0730PM,0930PM,BAND 108,LYONS G,,,Face to face,,3/13/2024,5/24/2024
MUEN,291,1,31813,1,POPULAR MUSIC ENSEMBLE,R,0700PM,0930PM,BAND 108,SHARP R,,,Face to face,,3/13/2024,5/24/2024
MUEN,431,1,31814,1,UNIVERSITY CONCERT CHOIR,TR,1200PM,0150PM,,TRAHAN N,,,Face to face,,3/13/2024,5/24/2024
MUEN,432,1,31815,1,CHAMBER SINGERS,MWF,1230PM,0145PM,,TRAHAN N,,,Face to face,,3/13/2024,5/24/2024
MUEN,473,51,31816,1,SYMPHONIC WIND ENSEMBLE,MWF,0400PM,0515PM,,HEIDENREICH C,,,Face to face,,3/13/2024,5/24/2024
MUEN,474,1,31817,1,UNIVERSITY CONCERT BAND,TR,0400PM,0515PM,,HEIDENREICH C,,,Face to face,,3/13/2024,5/24/2024
MUGN,110,1,31818,3,INTRO TO SONGWRITING,TR,0200PM,0350PM,HCPA 112,BLAKE S,,,Face to face,,3/13/2024,5/24/2024
MUGN,112,1,32523,3,BEGINNING PIANO,TR,1200PM,0150PM,HCPA 300,CHANDLER C,,,Face to face,,3/13/2024,5/24/2024
MUGN,132,1,31819,3,BEGINNING VOICE,TR,0200PM,0350PM,HCPA 314,TSAI W,,,Face to face,,3/13/2024,5/24/2024
MUGN,200,1,31820,2,DIGITAL MUSICIANSHIP,MW,1100AM,1215PM,HCPA 314,SHARP R,,,Face to face,,3/13/2024,5/24/2024
MUGN,290,1,32525,3,MUSIC APPRECIATION,MWF,0930AM,1045AM,,CHANDLER C,,,Face to face,,3/13/2024,5/24/2024
MUHS,307,1,32591,2,INTRO TO JAZZ HISTORY,TR,1230PM,0145PM,BAND 109,DILLINGHAM W,,,Face to face,,3/13/2024,5/24/2024
MUPD,301,1,32527,1,CHORAL CONDUCTING,MW,0300PM,0400PM,,TRAHAN N,,,Face to face,,3/13/2024,5/24/2024
MUPD,302,1,31827,1,INSTRUMENTAL CONDUCTING,TR,0300PM,0400PM,BAND 109,HEIDENREICH C,,,Face to face,,3/13/2024,5/24/2024
MUPD,351,1,32592,1,STRING METHODS,TBA,,,,SMOLAGA B,,,Face to face,,3/13/2024,5/24/2024
MUPD,381,1,32526,1,PERCUSSION METHOD,TR,0200PM,0300PM,BAND 109,LYONS G,,,Face to face,,3/13/2024,5/24/2024
MUPD,427,1,31830,2,BRASS PEDAGOGY II,TBA,,,,HUDSON S,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,1,31831,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,HCPA 227,MOEGLE M,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,2,31832,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,HCPA 331,BLAKE S,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,3,31833,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,HCPA 327,TSAI W,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,4,31834,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,HCPA 329,ESTWICK B,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,5,31835,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,BAND 204,SMOLAGA B,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,6,31836,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,HCPA 324,BUDDS G,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,7,31837,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,HCPA 331,BLAKE S,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,8,31838,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,BAND 201,DILLINGHAM W,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,9,31839,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,BAND 201,DILLINGHAM W,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,10,31840,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,BAND 204,ROWELL R,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,11,31841,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,BAND 204,CALDWELL J,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,12,31842,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,BAND 204,HUDSON S,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,13,31843,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,BAND 102,LYONS G,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,14,31844,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,HCPA 331,BLAKE S,,,Face to face,,3/13/2024,5/24/2024
MUPV,101,15,32528,1,APPL MUSIC LESSONS FOR NON-MAJOR,TBA,,,,RENNICK E,,,Face to face,,3/13/2024,5/24/2024
MUPV,102,1,31845,1,APPLIED SECONDARY PIANO,TBA,,,HCPA 331,BLAKE S,,,Face to face,,3/13/2024,5/24/2024
MUPV,102,2,31846,1,APPLIED SECONDARY PIANO,TBA,,,HCPA 227,MOEGLE M,,,Face to face,,3/13/2024,5/24/2024
MUPV,103,1,31847,1,APPLIED SECONDARY STRINGS,TBA,,,BAND 204,SMOLAGA B,,,Face to face,,3/13/2024,5/24/2024
MUPV,104,1,31848,1,APPLIED SECONDARY WOODWINDS,TBA,,,BAND 201,DILLINGHAM W,,,Face to face,,3/13/2024,5/24/2024
MUPV,107,1,31849,1,APPL SECONDARY COMMERCIAL MUSIC,TBA,,,HCPA 327,BLAKE S,,,Face to face,,3/13/2024,5/24/2024
MUPV,107,2,31850,1,APPL SECONDARY COMMERCIAL MUSIC,TBA,,,HCPA 329,ESTWICK B,,,Face to face,,3/13/2024,5/24/2024
MUPV,107,3,31851,1,APPL SECONDARY COMMERCIAL MUSIC,TBA,,,HCPA 329,SHARP R,,,Face to face,,3/13/2024,5/24/2024
MUPV,107,4,31852,1,APPL SECONDARY COMMERCIAL MUSIC,TBA,,,,BUDDS G,,,Face to face,,3/13/2024,5/24/2024
MUPV,107,5,31853,1,APPL SECONDARY COMMERCIAL MUSIC,TBA,,,,TSAI W,,,Face to face,,3/13/2024,5/24/2024
MUPV,111,1,31854,1,APPLIED PIANO,TBA,,,HCPA 227,MOEGLE M,,,Face to face,,3/13/2024,5/24/2024
MUPV,111,2,31855,1,APPLIED PIANO,TBA,,,HCPA 331,BLAKE S,,,Face to face,,3/13/2024,5/24/2024
MUPV,131,1,31856,1,APPLIED VOICE,TBA,,,HCPA 327,TSAI W,,,Face to face,,3/13/2024,5/24/2024
MUPV,131,2,31857,1,APPLIED VOICE,TBA,,,HCPA 226,ESTWICK B,,,Face to face,,3/13/2024,5/24/2024
MUPV,151,1,31859,1,APPLIED VIOLIN,TBA,,,HCPA 237,SMOLAGA B,,,Face to face,,3/13/2024,5/24/2024
MUPV,152,1,31860,1,APPLIED VIOLA,TBA,,,BAND 204,SMOLAGA B,,,Face to face,,3/13/2024,5/24/2024
MUPV,153,1,31861,1,APPLIED CELLO,TBA,,,BAND 204,SMOLAGA B,,,Face to face,,3/13/2024,5/24/2024
MUPV,154,1,31862,1,APPLIED BASS,TBA,,,BAND 204,SMOLAGA B,,,Face to face,,3/13/2024,5/24/2024
MUPV,155,1,31863,1,APPLIED GUITAR,TBA,,,HCPA 324,BUDDS G,,,Face to face,,3/13/2024,5/24/2024
MUPV,161,1,31864,1,APPLIED FLUTE,TBA,,,HCPA 331,BLAKE S,,,Face to face,,3/13/2024,5/24/2024
MUPV,164,1,31865,1,APPLIED CLARINET,TBA,,,BAND 201,DILLINGHAM W,,,Face to face,,3/13/2024,5/24/2024
MUPV,165,1,31866,1,APPLIED SAXOPHONE,TBA,,,BAND 201,DILLINGHAM W,,,Face to face,,3/13/2024,5/24/2024
MUPV,171,1,31867,1,APPLIED TRUMPET,TBA,,,BAND 204,ROWELL R,,,Face to face,,3/13/2024,5/24/2024
MUPV,172,1,31868,1,APPLIED FRENCH HORN,TBA,,,,CALDWELL J,,,Face to face,,3/13/2024,5/24/2024
MUPV,173,1,31869,1,APPLIED TROMBONE,TBA,,,BAND 204,HUDSON S,,,Face to face,,3/13/2024,5/24/2024
MUPV,174,1,31870,1,APPLIED EUPHONIUM,TBA,,,,HUDSON S,,,Not specified,,3/13/2024,5/24/2024
MUPV,181,1,31871,1,APPLIED PERCUSSION,TBA,,,BAND 204,LYONS G,,,Face to face,,3/13/2024,5/24/2024
MUPV,191,1,32529,1,APPLIED COMPOSITION,TBA,,,HCPA 226,GRAN J,,,Face to face,,3/13/2024,5/24/2024
MUPV,198,1,31872,0,PERFORMANCE BARRIER JURY,TBA,,,,MOEGLE M,,,Face to face,,3/13/2024,5/24/2024
MUPV,199,1,31873,0,SOPHOMORE BARRIER JURY,TBA,,,HCPA 215,MOEGLE M,,,Face to face,,3/13/2024,5/24/2024
MUPV,211,2,31874,2,APPLIED PIANO,TBA,,,HCPA 227,MOEGLE M,,,Face to face,,3/13/2024,5/24/2024
MUPV,272,1,31875,2,APPLIED FRENCH HORN,TBA,,,HCPA 332,CALDWELL J,,,Face to face,,3/13/2024,5/24/2024
MUPV,281,1,32593,2,APPLIED PERCUSSION,TBA,,,BAND 204,LYONS G,,,Face to face,,3/13/2024,5/24/2024
MUPV,311,1,31876,1,APPLIED PIANO,TBA,,,HCPA 227,MOEGLE M,,,Face to face,,3/13/2024,5/24/2024
MUPV,311,2,31877,1,APPLIED PIANO,TBA,,,HCPA 331,BLAKE S,,,Face to face,,3/13/2024,5/24/2024
MUPV,331,1,31878,1,APPLIED VOICE,TBA,,,HCPA 327,TSAI W,,,Face to face,,3/13/2024,5/24/2024
MUPV,331,2,31879,1,APPLIED VOICE,TBA,,,HCPA 329,ESTWICK B,,,Face to face,,3/13/2024,5/24/2024
MUPV,351,1,31880,1,APPLIED VIOLIN,TBA,,,BAND 204,SMOLAGA B,,,Face to face,,3/13/2024,5/24/2024
MUPV,352,1,31881,1,APPLIED VIOLA,TBA,,,BAND 204,SMOLAGA B,,,Face to face,,3/13/2024,5/24/2024
MUPV,353,1,31882,1,APPLIED CELLO,TBA,,,BAND 204,SMOLAGA B,,,Face to face,,3/13/2024,5/24/2024
MUPV,354,1,31883,1,APPLIED BASS,TBA,,,BAND 204,SMOLAGA B,,,Face to face,,3/13/2024,5/24/2024
MUPV,355,1,31884,1,APPLIED GUITAR,TBA,,,HCPA 324,BUDDS G,,,Face to face,,3/13/2024,5/24/2024
MUPV,361,1,31885,1,APPLIED FLUTE,TBA,,,HCPA 331,BLAKE S,,,Face to face,,3/13/2024,5/24/2024
MUPV,364,1,31886,1,APPLIED CLARINET,TBA,,,BAND 201,DILLINGHAM W,,,Face to face,,3/13/2024,5/24/2024
MUPV,365,1,31887,1,APPLIED SAXOPHONE,TBA,,,BAND 201,DILLINGHAM W,,,Face to face,,3/13/2024,5/24/2024
MUPV,371,1,31888,1,APPLIED TRUMPET,TBA,,,BAND 204,ROWELL R,,,Face to face,,3/13/2024,5/24/2024
MUPV,373,1,31889,1,APPLIED TROMBONE,TBA,,,BAND 204,HUDSON S,,,Face to face,,3/13/2024,5/24/2024
MUPV,374,1,31890,1,APPLIED EUPHONIUM,TBA,,,,HUDSON S,,,Face to face,,3/13/2024,5/24/2024
MUPV,375,1,31891,1,APPLIED TUBA,TBA,,,BAND 204,HUDSON S,,,Face to face,,3/13/2024,5/24/2024
MUPV,381,1,31892,1,APPLIED PERCUSSION,TBA,,,BAND 102,LYONS G,,,Face to face,,3/13/2024,5/24/2024
MUPV,411,1,31893,2,APPLIED PIANO,TBA,,,,MOEGLE M,,,Face to face,,3/13/2024,5/24/2024
MUPV,472,1,31894,2,APPLIED FRENCH HORN,TBA,,,HCPA 332,CALDWELL J,,,Face to face,,3/13/2024,5/24/2024
MUPV,473,1,31895,2,APPLIED TROMBONE,TBA,,,,HUDSON S,,,Face to face,,3/13/2024,5/24/2024
MUPV,474,1,31896,2,APPLIED EUPHONIUM,TBA,,,,HUDSON S,,,Face to face,,3/13/2024,5/24/2024
MUTH,102,1,31897,3,MUSIC THEORY II,MWF,0930AM,1045AM,HCPA 112,GRAN J,,,Face to face,,3/13/2024,5/24/2024
MUTH,202,1,31898,3,MUSIC THEORY V,MWF,0800AM,0915AM,HCPA 112,GRAN J,,,Face to face,,3/13/2024,5/24/2024
MUTH,210,1,32530,2,POPULAR MUSIC ANALYSIS,TR,0200PM,0315PM,HCPA 222,GRAN J,,,Face to face,,3/13/2024,5/24/2024
MUTH,299,1,31899,0,THEORY BARRIER EXAM,TBA,,,,GRAN J,,,Face to face,,3/13/2024,5/24/2024
MUTH,370,1,31900,2,INSTRUMENTAL ARRANGING,TR,1000AM,1150AM,BAND 203,HEIDENREICH C,,,Face to face,,3/13/2024,5/24/2024
NSE,302,1,31901,2,NANOMANUFACTURING,M,0200PM,0315PM,,HUBBS B,,,Face to face,,3/13/2024,5/24/2024
NSE,408,1,31902,1,NANOSYSTEMS ENGR SR DESIGN III,M,0200PM,0500PM,NETH 218,ZIVANOVIC S,XLS ELEN408-002,,Face to face,,3/13/2024,5/24/2024
NSE,425,1,31903,3,NANOFABRICATION BY SELF-ASSEMBLY,TR,1000AM,1150AM,IFMM 101,LVOV Y,XLS CHEM450C001,,Face to face,,3/13/2024,5/24/2024
NSE,490,1,31904,3,NANOSYSTEMS MODELING,TR,1200PM,0150PM,BMEB 108,MAINARDI D,XLS CMEN420,,Face to face,,3/13/2024,5/24/2024
NURS,109,1,31905,2,INTRODUCTION TO NURSING,TR,0130PM,0245PM,GTMH 321,HOOD D,,,Face to face,,3/13/2024,5/24/2024
NURS,110,1,31906,3,INTRO TO APPL OF NURS PROCESS,MTWRF,0800AM,1045AM,GTMH 321,HELTON B,HOOF Y,,Face to face,,3/13/2024,5/24/2024
NURS,114,1,31907,5,ADULT HEALTH MAINTENANCE II,MWF,0800AM,0915AM,GTMH 327,CLARK R,MCVAY S,,Face to face,,3/13/2024,5/24/2024
NURS,210,1,31908,5,MATERNAL NEWBORN HEALTH MAINT,TR,1000AM,1150AM,GTMH 301,PYLES L,SIMS T,,Face to face,,3/13/2024,5/24/2024
